method,summary,golden,source
SumyLexRank,"Police allege the van was earlier stolen by Mr Hill, who is also accused of demanding $300 from the victim's mother while they held him captive, according to the Chicago Tribune. ","Four people accused of kidnapping and torturing a mentally disabled man in a ""racially motivated"" attack streamed on Facebook have been denied bail.","Jordan Hill, Brittany Covington and Tesfaye Cooper, all 18, and Tanishia Covington, 24, appeared in a Chicago court on Friday. The four have been charged with hate crimes and aggravated kidnapping and battery, among other things. An online fundraiser for their victim has collected $51,000 (Â£42,500) so far. Denying the four suspects bail, Judge Maria Kuriakos Ciesil asked: ""Where was your sense of decency?"" Prosecutors told the court the beating started in a van and continued at a house, where the suspects allegedly forced the 18-year-old white victim, who suffers from schizophrenia and attention deficit disorder, to drink toilet water and kiss the floor. Police allege the van was earlier stolen by Mr Hill, who is also accused of demanding $300 from the victim's mother while they held him captive, according to the Chicago Tribune. The court was also told the suspects stuffed a sock into his mouth, taped his mouth shut and bound his hands with a belt. In a video made for Facebook Live which was watched millions of times, the assailants can be heard making derogatory statements against white people and Donald Trump. The victim had been dropped off at a McDonalds to meet Mr Hill - who was one of his friends - on 31 December. He was found by a police officer on Tuesday, 3 January, a day after he was reported missing by his parents. Prosecutors say the suspects each face two hate crimes counts, one because of the victim's race and the other because of his disabilities."
SumyLexRank,The 48-year-old former Arsenal goalkeeper played for the Royals for four years. ,"West Brom have appointed Nicky Hammond as technical director, ending his 20-year association with Reading.","The 48-year-old former Arsenal goalkeeper played for the Royals for four years. He was appointed youth academy director in 2000 and has been director of football since 2003. A West Brom statement said: ""He played a key role in the Championship club twice winning promotion to the Premier League in 2006 and 2012."""
SumyLexRank,But animal experiments showed the diet regenerated a special type of cell in the pancreas called a beta cell. ,"The pancreas can be triggered to regenerate itself through a type of fasting diet, say US researchers.","Restoring the function of the organ - which helps control blood sugar levels - reversed symptoms of diabetes in animal experiments. The study, published in the journal Cell, says the diet reboots the body. Experts said the findings were ""potentially very exciting"" as they could become a new treatment for the disease. The experiments were on mice put on a modified form of the ""fasting-mimicking diet"". When people go on it they spend five days on a low calorie, low protein, low carbohydrate but high unsaturated-fat diet. It resembles a vegan diet with nuts and soups, but with around 800 to 1,100 calories a day. Then they have 25 days eating what they want - so overall it mimics periods of feast and famine. Previous research has suggested it can slow the pace of ageing. But animal experiments showed the diet regenerated a special type of cell in the pancreas called a beta cell. These are the cells that detect sugar in the blood and release the hormone insulin if it gets too high. Dr Valter Longo, from the University of Southern California, said: ""Our conclusion is that by pushing the mice into an extreme state and then bringing them back - by starving them and then feeding them again - the cells in the pancreas are triggered to use some kind of developmental reprogramming that rebuilds the part of the organ that's no longer functioning."" There were benefits in both type 1 and type 2 diabetes in the mouse experiments. Type 1 is caused by the immune system destroying beta cells and type 2 is largely caused by lifestyle and the body no longer responding to insulin. Further tests on tissue samples from people with type 1 diabetes produced similar effects. Dr Longo said: ""Medically, these findings have the potential to be very important because we've shown - at least in mouse models - that you can use diet to reverse the symptoms of diabetes. ""Scientifically, the findings are perhaps even more important because we've shown that you can use diet to reprogram cells without having to make any genetic alterations."" BBC reporter Peter Bowes took part in a separate trial with Dr Valter Longo. He said: ""During each five-day fasting cycle, when I ate about a quarter of the average person's diet, I lost between 2kg and 4kg (4.4-8.8lbs). ""But before the next cycle came round, 25 days of eating normally had returned me almost to my original weight. ""But not all consequences of the diet faded so quickly."" His blood pressure was lower as was a hormone called IGF-1, which is linked to some cancers. He said: ""The very small meals I was given during the five-day fast were far from gourmet cooking, but I was glad to have something to eat"" Peter Bowes: Fasting for science Peter Bowes: Intermittent fasting and the good things it did to my body Separate trials of the diet in people have been shown to improve blood sugar levels. The latest findings help to explain why. However, Dr Longo said people should not rush off and crash diet. He told the BBC: ""It boils down to do not try this at home, this is so much more sophisticated than people realise."" He said people could ""get into trouble"" with their health if it was done without medical guidance. Dr Emily Burns, research communications manager at Diabetes UK, said: ""This is potentially very exciting news, but we need to see if the results hold true in humans before we'll know more about what it means for people with diabetes. ""People with type-1 and type-2 diabetes would benefit immensely from treatments that can repair or regenerate insulin-producing cells in the pancreas."" Follow James on Twitter."
SumyTextRank,"""The average price is a hundred pounds a week to keep someone in a rented flat, prison is a lot more than that so I would imagine it would save the public purse quite a few pounds,"" he said. ","There is a ""chronic"" need for more housing for prison leavers in Wales, according to a charity.","Prison Link Cymru had 1,099 referrals in 2015-16 and said some ex-offenders were living rough for up to a year before finding suitable accommodation. Workers at the charity claim investment in housing would be cheaper than jailing homeless repeat offenders. The Welsh Government said more people than ever were getting help to address housing problems. Changes to the Housing Act in Wales, introduced in 2015, removed the right for prison leavers to be given priority for accommodation. Prison Link Cymru, which helps people find accommodation after their release, said things were generally good for women because issues such as children or domestic violence were now considered. However, the same could not be said for men, the charity said, because issues which often affect them, such as post traumatic stress disorder or drug dependency, were often viewed as less of a priority. Andrew Stevens, who works in Welsh prisons trying to secure housing for prison leavers, said the need for accommodation was ""chronic"". ""There's a desperate need for it, finding suitable accommodation for those leaving prison there is just a lack of it everywhere,"" he said. ""It could take six months to a year, without a lot of help they could be on the streets for six months. ""When you think of the consequences of either being on the street, especially with the cold weather at the moment or you may have a roof over your head, sometimes there is only one choice."" Mr Stevens believes building more one-bedroom flats could help ease the problem. ""The average price is a hundred pounds a week to keep someone in a rented flat, prison is a lot more than that so I would imagine it would save the public purse quite a few pounds,"" he said. Official figures show 830 one-bedroom properties were built in the year to March 2016, of an overall total of 6,900 new properties in Wales. Marc, 50, who has been in and out of prison for the past 20 years for burglary offences, said he struggled to find accommodation each time he was released. He said he would ask himself: ""Where am I going to stay? Where am I going to live? Have I got somewhere where I can see my daughter."" ""You're put out among the same sort of people doing the same sort of thing, and it's difficult, it's difficult to get away from it. It's like every man for himself, there's nothing."" Marc has now found stable accommodation with homeless charity Emmaus and said it had been life changing. ""You feel safe, you got hot food, you've got company of people in similar situations to yourself but all dealing with different issues. It's a constructive, helpful atmosphere,"" he said. Tom Clarke, chief executive of Emmaus South Wales, agreed there was not enough support available. ""We do still see [people] homeless on the streets, so clearly they haven't got accommodation and haven't got provision,"" he said. ""I think the key is connecting people with the services they need. I don't delude myself that Emmaus can offer a one size fits all for everyone, we can't. ""But there must be other opportunities and given suitable encouragement I believe that can and should happen."" A Welsh Government spokesman said the national pathway for homeless services to children, young people and adults in the secure estate had prevented many people from losing their home whilst serving their prison sentence. It added there were already significant demands for one-bedroom flats across the public and private sector and it was providing 20,000 new affordable homes in the next five years."
SumyTextRank,Officers searched properties in the Waterfront Park and Colonsay View areas of the city on Wednesday. ,"A man has appeared in court after firearms, ammunition and cash were seized by police in Edinburgh.","Officers searched properties in the Waterfront Park and Colonsay View areas of the city on Wednesday. Detectives said three firearms, ammunition and a five-figure sum of money were recovered. A 26-year-old man who was arrested and charged appeared at Edinburgh Sheriff Court on Thursday."
SumyTextRank,"Prosecutors told the court the beating started in a van and continued at a house, where the suspects allegedly forced the 18-year-old white victim, who suffers from schizophrenia and attention deficit disorder, to drink toilet water and kiss the floor. ","Four people accused of kidnapping and torturing a mentally disabled man in a ""racially motivated"" attack streamed on Facebook have been denied bail.","Jordan Hill, Brittany Covington and Tesfaye Cooper, all 18, and Tanishia Covington, 24, appeared in a Chicago court on Friday. The four have been charged with hate crimes and aggravated kidnapping and battery, among other things. An online fundraiser for their victim has collected $51,000 (Â£42,500) so far. Denying the four suspects bail, Judge Maria Kuriakos Ciesil asked: ""Where was your sense of decency?"" Prosecutors told the court the beating started in a van and continued at a house, where the suspects allegedly forced the 18-year-old white victim, who suffers from schizophrenia and attention deficit disorder, to drink toilet water and kiss the floor. Police allege the van was earlier stolen by Mr Hill, who is also accused of demanding $300 from the victim's mother while they held him captive, according to the Chicago Tribune. The court was also told the suspects stuffed a sock into his mouth, taped his mouth shut and bound his hands with a belt. In a video made for Facebook Live which was watched millions of times, the assailants can be heard making derogatory statements against white people and Donald Trump. The victim had been dropped off at a McDonalds to meet Mr Hill - who was one of his friends - on 31 December. He was found by a police officer on Tuesday, 3 January, a day after he was reported missing by his parents. Prosecutors say the suspects each face two hate crimes counts, one because of the victim's race and the other because of his disabilities."
SumyTextRank,"A West Brom statement said: ""He played a key role in the Championship club twice winning promotion to the Premier League in 2006 and 2012."" ","West Brom have appointed Nicky Hammond as technical director, ending his 20-year association with Reading.","The 48-year-old former Arsenal goalkeeper played for the Royals for four years. He was appointed youth academy director in 2000 and has been director of football since 2003. A West Brom statement said: ""He played a key role in the Championship club twice winning promotion to the Premier League in 2006 and 2012."""
SumyTextRank,"Dr Valter Longo, from the University of Southern California, said: ""Our conclusion is that by pushing the mice into an extreme state and then bringing them back - by starving them and then feeding them again - the cells in the pancreas are triggered to use some kind of developmental reprogramming that rebuilds the part of the organ that's no longer functioning."" ","The pancreas can be triggered to regenerate itself through a type of fasting diet, say US researchers.","Restoring the function of the organ - which helps control blood sugar levels - reversed symptoms of diabetes in animal experiments. The study, published in the journal Cell, says the diet reboots the body. Experts said the findings were ""potentially very exciting"" as they could become a new treatment for the disease. The experiments were on mice put on a modified form of the ""fasting-mimicking diet"". When people go on it they spend five days on a low calorie, low protein, low carbohydrate but high unsaturated-fat diet. It resembles a vegan diet with nuts and soups, but with around 800 to 1,100 calories a day. Then they have 25 days eating what they want - so overall it mimics periods of feast and famine. Previous research has suggested it can slow the pace of ageing. But animal experiments showed the diet regenerated a special type of cell in the pancreas called a beta cell. These are the cells that detect sugar in the blood and release the hormone insulin if it gets too high. Dr Valter Longo, from the University of Southern California, said: ""Our conclusion is that by pushing the mice into an extreme state and then bringing them back - by starving them and then feeding them again - the cells in the pancreas are triggered to use some kind of developmental reprogramming that rebuilds the part of the organ that's no longer functioning."" There were benefits in both type 1 and type 2 diabetes in the mouse experiments. Type 1 is caused by the immune system destroying beta cells and type 2 is largely caused by lifestyle and the body no longer responding to insulin. Further tests on tissue samples from people with type 1 diabetes produced similar effects. Dr Longo said: ""Medically, these findings have the potential to be very important because we've shown - at least in mouse models - that you can use diet to reverse the symptoms of diabetes. ""Scientifically, the findings are perhaps even more important because we've shown that you can use diet to reprogram cells without having to make any genetic alterations."" BBC reporter Peter Bowes took part in a separate trial with Dr Valter Longo. He said: ""During each five-day fasting cycle, when I ate about a quarter of the average person's diet, I lost between 2kg and 4kg (4.4-8.8lbs). ""But before the next cycle came round, 25 days of eating normally had returned me almost to my original weight. ""But not all consequences of the diet faded so quickly."" His blood pressure was lower as was a hormone called IGF-1, which is linked to some cancers. He said: ""The very small meals I was given during the five-day fast were far from gourmet cooking, but I was glad to have something to eat"" Peter Bowes: Fasting for science Peter Bowes: Intermittent fasting and the good things it did to my body Separate trials of the diet in people have been shown to improve blood sugar levels. The latest findings help to explain why. However, Dr Longo said people should not rush off and crash diet. He told the BBC: ""It boils down to do not try this at home, this is so much more sophisticated than people realise."" He said people could ""get into trouble"" with their health if it was done without medical guidance. Dr Emily Burns, research communications manager at Diabetes UK, said: ""This is potentially very exciting news, but we need to see if the results hold true in humans before we'll know more about what it means for people with diabetes. ""People with type-1 and type-2 diabetes would benefit immensely from treatments that can repair or regenerate insulin-producing cells in the pancreas."" Follow James on Twitter."
SumySumBasic,"Changes to the Housing Act in Wales, introduced in 2015, removed the right for prison leavers to be given priority for accommodation. ","There is a ""chronic"" need for more housing for prison leavers in Wales, according to a charity.","Prison Link Cymru had 1,099 referrals in 2015-16 and said some ex-offenders were living rough for up to a year before finding suitable accommodation. Workers at the charity claim investment in housing would be cheaper than jailing homeless repeat offenders. The Welsh Government said more people than ever were getting help to address housing problems. Changes to the Housing Act in Wales, introduced in 2015, removed the right for prison leavers to be given priority for accommodation. Prison Link Cymru, which helps people find accommodation after their release, said things were generally good for women because issues such as children or domestic violence were now considered. However, the same could not be said for men, the charity said, because issues which often affect them, such as post traumatic stress disorder or drug dependency, were often viewed as less of a priority. Andrew Stevens, who works in Welsh prisons trying to secure housing for prison leavers, said the need for accommodation was ""chronic"". ""There's a desperate need for it, finding suitable accommodation for those leaving prison there is just a lack of it everywhere,"" he said. ""It could take six months to a year, without a lot of help they could be on the streets for six months. ""When you think of the consequences of either being on the street, especially with the cold weather at the moment or you may have a roof over your head, sometimes there is only one choice."" Mr Stevens believes building more one-bedroom flats could help ease the problem. ""The average price is a hundred pounds a week to keep someone in a rented flat, prison is a lot more than that so I would imagine it would save the public purse quite a few pounds,"" he said. Official figures show 830 one-bedroom properties were built in the year to March 2016, of an overall total of 6,900 new properties in Wales. Marc, 50, who has been in and out of prison for the past 20 years for burglary offences, said he struggled to find accommodation each time he was released. He said he would ask himself: ""Where am I going to stay? Where am I going to live? Have I got somewhere where I can see my daughter."" ""You're put out among the same sort of people doing the same sort of thing, and it's difficult, it's difficult to get away from it. It's like every man for himself, there's nothing."" Marc has now found stable accommodation with homeless charity Emmaus and said it had been life changing. ""You feel safe, you got hot food, you've got company of people in similar situations to yourself but all dealing with different issues. It's a constructive, helpful atmosphere,"" he said. Tom Clarke, chief executive of Emmaus South Wales, agreed there was not enough support available. ""We do still see [people] homeless on the streets, so clearly they haven't got accommodation and haven't got provision,"" he said. ""I think the key is connecting people with the services they need. I don't delude myself that Emmaus can offer a one size fits all for everyone, we can't. ""But there must be other opportunities and given suitable encouragement I believe that can and should happen."" A Welsh Government spokesman said the national pathway for homeless services to children, young people and adults in the secure estate had prevented many people from losing their home whilst serving their prison sentence. It added there were already significant demands for one-bedroom flats across the public and private sector and it was providing 20,000 new affordable homes in the next five years."
SumySumBasic,Officers searched properties in the Waterfront Park and Colonsay View areas of the city on Wednesday. ,"A man has appeared in court after firearms, ammunition and cash were seized by police in Edinburgh.","Officers searched properties in the Waterfront Park and Colonsay View areas of the city on Wednesday. Detectives said three firearms, ammunition and a five-figure sum of money were recovered. A 26-year-old man who was arrested and charged appeared at Edinburgh Sheriff Court on Thursday."
SumySumBasic,"Prosecutors say the suspects each face two hate crimes counts, one because of the victim's race and the other because of his disabilities. ","Four people accused of kidnapping and torturing a mentally disabled man in a ""racially motivated"" attack streamed on Facebook have been denied bail.","Jordan Hill, Brittany Covington and Tesfaye Cooper, all 18, and Tanishia Covington, 24, appeared in a Chicago court on Friday. The four have been charged with hate crimes and aggravated kidnapping and battery, among other things. An online fundraiser for their victim has collected $51,000 (Â£42,500) so far. Denying the four suspects bail, Judge Maria Kuriakos Ciesil asked: ""Where was your sense of decency?"" Prosecutors told the court the beating started in a van and continued at a house, where the suspects allegedly forced the 18-year-old white victim, who suffers from schizophrenia and attention deficit disorder, to drink toilet water and kiss the floor. Police allege the van was earlier stolen by Mr Hill, who is also accused of demanding $300 from the victim's mother while they held him captive, according to the Chicago Tribune. The court was also told the suspects stuffed a sock into his mouth, taped his mouth shut and bound his hands with a belt. In a video made for Facebook Live which was watched millions of times, the assailants can be heard making derogatory statements against white people and Donald Trump. The victim had been dropped off at a McDonalds to meet Mr Hill - who was one of his friends - on 31 December. He was found by a police officer on Tuesday, 3 January, a day after he was reported missing by his parents. Prosecutors say the suspects each face two hate crimes counts, one because of the victim's race and the other because of his disabilities."
SumySumBasic,The 48-year-old former Arsenal goalkeeper played for the Royals for four years. ,"West Brom have appointed Nicky Hammond as technical director, ending his 20-year association with Reading.","The 48-year-old former Arsenal goalkeeper played for the Royals for four years. He was appointed youth academy director in 2000 and has been director of football since 2003. A West Brom statement said: ""He played a key role in the Championship club twice winning promotion to the Premier League in 2006 and 2012."""
SumySumBasic,"The study, published in the journal Cell, says the diet reboots the body. ","The pancreas can be triggered to regenerate itself through a type of fasting diet, say US researchers.","Restoring the function of the organ - which helps control blood sugar levels - reversed symptoms of diabetes in animal experiments. The study, published in the journal Cell, says the diet reboots the body. Experts said the findings were ""potentially very exciting"" as they could become a new treatment for the disease. The experiments were on mice put on a modified form of the ""fasting-mimicking diet"". When people go on it they spend five days on a low calorie, low protein, low carbohydrate but high unsaturated-fat diet. It resembles a vegan diet with nuts and soups, but with around 800 to 1,100 calories a day. Then they have 25 days eating what they want - so overall it mimics periods of feast and famine. Previous research has suggested it can slow the pace of ageing. But animal experiments showed the diet regenerated a special type of cell in the pancreas called a beta cell. These are the cells that detect sugar in the blood and release the hormone insulin if it gets too high. Dr Valter Longo, from the University of Southern California, said: ""Our conclusion is that by pushing the mice into an extreme state and then bringing them back - by starving them and then feeding them again - the cells in the pancreas are triggered to use some kind of developmental reprogramming that rebuilds the part of the organ that's no longer functioning."" There were benefits in both type 1 and type 2 diabetes in the mouse experiments. Type 1 is caused by the immune system destroying beta cells and type 2 is largely caused by lifestyle and the body no longer responding to insulin. Further tests on tissue samples from people with type 1 diabetes produced similar effects. Dr Longo said: ""Medically, these findings have the potential to be very important because we've shown - at least in mouse models - that you can use diet to reverse the symptoms of diabetes. ""Scientifically, the findings are perhaps even more important because we've shown that you can use diet to reprogram cells without having to make any genetic alterations."" BBC reporter Peter Bowes took part in a separate trial with Dr Valter Longo. He said: ""During each five-day fasting cycle, when I ate about a quarter of the average person's diet, I lost between 2kg and 4kg (4.4-8.8lbs). ""But before the next cycle came round, 25 days of eating normally had returned me almost to my original weight. ""But not all consequences of the diet faded so quickly."" His blood pressure was lower as was a hormone called IGF-1, which is linked to some cancers. He said: ""The very small meals I was given during the five-day fast were far from gourmet cooking, but I was glad to have something to eat"" Peter Bowes: Fasting for science Peter Bowes: Intermittent fasting and the good things it did to my body Separate trials of the diet in people have been shown to improve blood sugar levels. The latest findings help to explain why. However, Dr Longo said people should not rush off and crash diet. He told the BBC: ""It boils down to do not try this at home, this is so much more sophisticated than people realise."" He said people could ""get into trouble"" with their health if it was done without medical guidance. Dr Emily Burns, research communications manager at Diabetes UK, said: ""This is potentially very exciting news, but we need to see if the results hold true in humans before we'll know more about what it means for people with diabetes. ""People with type-1 and type-2 diabetes would benefit immensely from treatments that can repair or regenerate insulin-producing cells in the pancreas."" Follow James on Twitter."
SumyRandom,"Tom Clarke, chief executive of Emmaus South Wales, agreed there was not enough support available. ","There is a ""chronic"" need for more housing for prison leavers in Wales, according to a charity.","Prison Link Cymru had 1,099 referrals in 2015-16 and said some ex-offenders were living rough for up to a year before finding suitable accommodation. Workers at the charity claim investment in housing would be cheaper than jailing homeless repeat offenders. The Welsh Government said more people than ever were getting help to address housing problems. Changes to the Housing Act in Wales, introduced in 2015, removed the right for prison leavers to be given priority for accommodation. Prison Link Cymru, which helps people find accommodation after their release, said things were generally good for women because issues such as children or domestic violence were now considered. However, the same could not be said for men, the charity said, because issues which often affect them, such as post traumatic stress disorder or drug dependency, were often viewed as less of a priority. Andrew Stevens, who works in Welsh prisons trying to secure housing for prison leavers, said the need for accommodation was ""chronic"". ""There's a desperate need for it, finding suitable accommodation for those leaving prison there is just a lack of it everywhere,"" he said. ""It could take six months to a year, without a lot of help they could be on the streets for six months. ""When you think of the consequences of either being on the street, especially with the cold weather at the moment or you may have a roof over your head, sometimes there is only one choice."" Mr Stevens believes building more one-bedroom flats could help ease the problem. ""The average price is a hundred pounds a week to keep someone in a rented flat, prison is a lot more than that so I would imagine it would save the public purse quite a few pounds,"" he said. Official figures show 830 one-bedroom properties were built in the year to March 2016, of an overall total of 6,900 new properties in Wales. Marc, 50, who has been in and out of prison for the past 20 years for burglary offences, said he struggled to find accommodation each time he was released. He said he would ask himself: ""Where am I going to stay? Where am I going to live? Have I got somewhere where I can see my daughter."" ""You're put out among the same sort of people doing the same sort of thing, and it's difficult, it's difficult to get away from it. It's like every man for himself, there's nothing."" Marc has now found stable accommodation with homeless charity Emmaus and said it had been life changing. ""You feel safe, you got hot food, you've got company of people in similar situations to yourself but all dealing with different issues. It's a constructive, helpful atmosphere,"" he said. Tom Clarke, chief executive of Emmaus South Wales, agreed there was not enough support available. ""We do still see [people] homeless on the streets, so clearly they haven't got accommodation and haven't got provision,"" he said. ""I think the key is connecting people with the services they need. I don't delude myself that Emmaus can offer a one size fits all for everyone, we can't. ""But there must be other opportunities and given suitable encouragement I believe that can and should happen."" A Welsh Government spokesman said the national pathway for homeless services to children, young people and adults in the secure estate had prevented many people from losing their home whilst serving their prison sentence. It added there were already significant demands for one-bedroom flats across the public and private sector and it was providing 20,000 new affordable homes in the next five years."
